544975,304270,0.46211717
249990,513114,0.35835737
260251,455629,0.35835737
525533,238687,0.46211717
204549,304019,0.7615941
1871810436,295491,1
281871,213885,-1
243427,203772,1
233472,250364,1
451554,420738,0.46211717
533229,447900,0.90514827
341013,210284,0.9950548
262760,206813,0.7615941
561193,311641,0.46211717
536828,238672,0.46211717
301797,313448,0.46211717
217293,313448,1
301300,261632,0.46211717
241223,463968,0.46211717
205491,206686,1
260676,229318,0.46211717
349482,372535,1
308851,236323,0.46211717
261183,463218,-1
200118,315654,1
537984,340590,0.9640276
463218,326177,1
200118,311641,0.9640276
257170,310822,0.90514827
228194,287304,0.12435301
257170,1227394948,0.99185973
341013,262760,0.99947757
257170,262760,0.9640276
210284,427756,0.9998834
245729,372535,1
293732,432466,0.7615941
545665,323185,0.9999666
515158,201535,0.7615941
719409,349043,0.35835737
495806,518672,0.98955977
289677,238672,1
282884,317779,0.12435301
222557,487192,0.46211717
335034,349043,0.7039056
233472,366612,0.46211717
523809,573408,1
459085,253067,1
368762,210929,1
289843,224762,1
257170,256176,1
245729,278727,0.12435301
677552,270572,0.9640276
302444,306566,0.9999942
233472,445367,0.46211717
278646,279675,0.9950548
480167,373935,0.99990916
255370,542694,0.90514827
432466,253067,1
233472,281871,0.90514827
373935,206686,0.9866143
222557,210284,1
540583,234283,0.9993293
237911,349043,0.46211717
221034,203772,0.7615941
553461,200522,0.7615941
378193,455629,0.46211717
200500,263801,1
257170,325966,0.99999994
368762,2147483647,1
2147483647,693526,1
372200,260676,0.46211717
545353,206843,1
2147483647,378193,1
468355,413020,1
295491,202695,0.9866143
553461,300364,0.9997533
210412,335194,0.46211717
277804,304270,1
340590,224762,0.9999666
295846,513114,0.12435301
451554,238672,1
255573,286982,1
448540,232969,0.99365467
367823,393717,0.99185973
317816,245622,0.9998834
238184,263801,0.46211717
316355,379162,0.9999449
260251,278727,0.46211717
206045,420738,0.46211717
315491,279675,0.46211717
261565,224046,0.7615941
343409,250364,0.46211717
200396,372535,-0.12435301
551841,204222,0.7615941
217293,542694,0.9999942
302444,402190,0.12435301
256565,206686,1
235717,573408,0.46211717
255170,257888,1
204622,354495,0.9866143
205068,255573,0.9985807
368792,233804,0.46211717
2147483647,365143,1
390117,253067,0.55459976
432466,408020,0.46211717
243427,217455,0.99968314
293737,255573,0.35835737
533229,280445,0.46211717
530687,500033,0.99980783
552974,592568,0.46211717
249990,394444,0.9640276
238184,209513,1
306566,278795,0.46211717
262517,300364,-0.24491864
326177,318648,0.7615941
416547,301797,1
253067,340590,0.7615941
374388,365973,0.7615941
203772,234283,0.9985807
232969,573408,0.9950548
516888,513356,0.9993293
375488,257170,0.46211717
451867,257170,0.46211717
257888,234283,0.90514827
200522,311129,0.46211717
222557,255573,0.90514827
290046,508656,0.7615941
290046,233472,0.90514827
573408,321708,1
530687,499950,1
374388,1183289220,0.35835737
205068,222705,0.9950548
257170,677552,0.9640276
204622,235717,0.90514827
253067,262195,0.7039056
298974,260251,1
248235,260251,1
255170,459085,0.46211717
298639,315231,0.90514827
416547,261632,1
331570,201535,1
511582,333004,1
261565,200807,1
365973,240005,0.46211717
255306,210870,0.7615941
394804,310822,0.35835737
326344,206843,1
204273,366612,0.46211717
538275,234283,1
210284,697031,0.46211717
483904,507426,1
1183289220,321708,1
434487,234350,0.46211717
295415,241261,1
508055,201730,0.46211717
301797,200450,0.7615941
206045,722964356,0.9866143
552974,420738,0.9640276
256232,269225,0.46211717
210929,448061,1
364668,222472,0.46211717
204622,210412,1
267936,206686,0.46211717
247734,255370,0.9985807
216482,273948,0.46211717
451554,480167,1
330501,205204,1
240944,335034,1
216482,213600,0.46211717
257888,200338,1
204945,313448,0.12435301
241362,204945,1
200500,363452,0.35835737
281871,234283,1
316708,241362,0.90514827
386469,369748,1
505248,534862,0.35835737
461876,380175,0.7039056
