255181,210512,0.46211717
552974,343568,0.9866143
451554,373935,1
500873,484187,1
200338,515158,0.24491866
201535,325966,0.9999666
461941,217455,0.7615941
239232,229113,0.46211717
316708,385371,0.46211717
249990,311660,0.46211717
302444,485099,0.46211717
258703,365973,0.46211717
200396,477400,0.46211717
200338,347145,0.55459976
233804,201535,0.7039056
260251,267936,0.9866143
361617,2147483647,1
321708,315400,0.46211717
513794,301797,0.7615941
277804,431744,0.46211717
248265,2147483647,1
430751,345500,0.46211717
217293,267936,0.7615941
290331,307985,0.46211717
263801,486435,0.7615941
523809,210512,0.7615941
241362,204222,-1
223618,345500,0.46211717
260251,300364,0.99999875
461831,313448,0.90514827
201535,333004,0.7615941
316708,317816,0.99990916
448540,307076,0.94137555
370747,451554,0.46211717
461876,278727,0.7615941
451867,257170,0.46211717
228194,447601,0.99185973
201730,208479,0.46211717
204622,205491,1
205068,222557,0.9999972
430751,210412,1
372200,292269,0.46211717
252302,372200,0.99990916
719317,241850,1
308851,241850,1
722964356,545665,-1
430252,369748,1
298748,644295,0.46211717
416547,369748,0.46211717
243427,504747,0.90514827
315654,302444,1
227427,302444,0.46211717
249990,204273,1
290331,573408,0.997661
200338,592568,0.99999833
200338,697031,0.46211717
207041,217293,0.35835737
236269,277804,0.46211717
565959,206437,0.46211717
269225,286982,0.46211717
488978,484187,0.12435301
365973,241261,1
217293,262195,1
340590,201535,-1
293737,243427,1
216631,300364,1
257170,484939,0.9640276
295723,225918,0.997661
465284,343568,0.46211717
257170,289677,1
2147483647,220470,1
492930,464194,0.46211717
204506,241261,1
222705,301797,0.46211717
372535,236323,0.9950548
245622,273739,0.46211717
533229,369121,0.46211717
553461,416547,0.9997533
405503,373935,1
257888,206045,0.9998834
530687,538445,0.9950548
205464,261183,-1
328146,531141,0.46211717
719317,532293,0.46211717
204549,326344,0.46211717
301950,269225,0.46211717
293732,282214,0.12435301
265810,413037,0.7615941
326696,200118,1
533229,480167,0.7039056
249990,366612,0.46211717
536828,405503,0.9866143
416547,224762,1
378193,245729,0.7615941
200338,614595,0.87982666
293737,326344,0.7039056
2147483647,238863,1
242779,353392,0.35835737
317816,393717,0.46211717
290046,304416,0.46211717
233804,278646,0.7615941
281871,534862,0.99185973
380175,204273,0.7615941
241261,204222,0.9998503
253067,405503,0.7039056
243427,256079,0.7615941
222557,274465,0.9540453
262517,301300,0.99999547
315231,247034,0.9997533
210284,334129,0.35835737
527804,206437,0.46211717
534862,293737,1
243427,343568,0.7615941
315231,204506,1
243427,310822,0.7615941
301950,284040,0.9640276
346282,331570,0.46211717
500730,245729,0.46211717
295491,343568,0.46211717
394804,257170,1
301950,237911,0.90514827
492245,538445,1
248235,372200,0.46211717
306044,217455,1
364668,204549,0.46211717
200338,210512,0.99999547
243427,366612,0.46211717
253067,217590,0.46211717
368792,262195,-1
330501,321708,1
408214,278646,0.7615941
257888,333004,0.7615941
343409,225918,0.46211717
521892,428192,0.46211717
488060,497699,0.99817795
262517,352786,1
378193,329733,0.46211717
238184,217293,1
216193,200500,0.7615941
329733,461831,0.997661
343409,257170,0.9993293
572346,343568,1
441052,380461,0.46211717
533229,261183,1
277804,250364,0.8482836
566252,331779,0.46211717
365973,316355,0.46211717
317816,300364,0.99968314
235717,255573,1
289843,370747,0.46211717
200338,430751,0.809301
353392,241362,1
448540,222557,1
216482,353392,0.9995931
301950,220470,0.46211717
262893,257888,0.982845
380175,204622,1
257170,610716,0.46211717
480167,299846,1
210284,516888,-0.46211714
372200,447900,0.35835737
290736,2147483647,0.35835737
267936,260676,0.46211717
468355,498045,0.9991389
390117,288501,0.35835737
200338,203772,1
368792,204273,0.7615941
672819,233804,0.7039056
369121,282884,0.46211717
553461,328146,0.7039056
293732,461876,0.46211717
223618,430252,0.46211717
281871,204549,0.99817795
390490,2147483647,0.99365467
253067,205491,0.46211717
